file_id	file_name	file_size	case_id	sample_id
111b2865-e7dc-45c9-b206-20b5713714bc	6798cbfe-7aca-4f33-b4fc-162bf579a303.rna_seq.augmented_star_gene_counts.tsv	4218584	d8d7a6c2-6427-4f47-968c-6c3affba4617	1964addf-c524-4c72-b596-009235bad133
9a1c9a5a-7b3f-463b-bc9c-e06107b2aeb7	ecdac97e-eec5-4753-a572-8aff707178e5.rna_seq.augmented_star_gene_counts.tsv	4229779	c6086936-7544-4da0-8c0c-114166848483	439d2ec5-1059-4556-b886-60b42b6db1d7
931442ba-af81-4b68-beca-7285fc44b1df	f2dda955-5a39-43c1-93a2-83953b2b91d1.rna_seq.augmented_star_gene_counts.tsv	4218167	427d0648-3f77-4ffc-b52c-89855426d647	e355913a-6e4c-4d63-8a53-8be4c5b003b8
eff9c23b-fc85-403c-8e88-86b4def8ced1	e7c2b898-cd11-42a1-b309-b4de1ab01965.rna_seq.augmented_star_gene_counts.tsv	4250007	0cf0d67c-2f7f-42a6-94f3-407d0ec46c88	2bd0e061-f49d-4f0c-a76d-1a647860e0d0
a63cca36-139d-4054-9d99-9b04ddae7ec2	3d05d072-d042-4c02-aaf6-ee2e589003d6.rna_seq.augmented_star_gene_counts.tsv	4249197	b094e8b2-8ece-4b36-8025-18073a8b873c	2f4d3cea-30c8-4cf0-a610-33b3e20241e8
5645320f-820e-45b7-b4cf-ea05085f53e3	bb06ad3a-4d73-4f88-8f3c-954dce2b38ef.rna_seq.augmented_star_gene_counts.tsv	4252595	aa30ac3d-4216-45dd-a314-1ae192fafcb2	5754d368-87b9-40e5-9a56-bd48ad9a80e3
f9432d83-a322-4f5b-9c45-7dad736005a4	c1f95e8e-aaaa-4090-8f64-c619aa543d1b.rna_seq.augmented_star_gene_counts.tsv	4249407	4aacbc42-5ac5-4339-b9fa-c6e812084837	0f0cca8e-770c-45df-a6cc-466cc9328637
3d075fc4-5a01-47ce-bef0-a77acf71061d	707fad7d-f284-456a-abfa-17289b40579f.rna_seq.augmented_star_gene_counts.tsv	4245511	4a032bad-e726-48f2-8f39-e3acc109cc91	55906ee0-a385-4ec9-8515-90ab613eca35
f599be9a-0cac-4441-905c-5a6c87e7bc8c	741fb6d6-364f-47a0-a262-f18235c48fc4.rna_seq.augmented_star_gene_counts.tsv	4252896	5d1d00c6-fcae-479e-ae1e-de76efd41d98	d03b3d7b-3629-4fde-a47a-3184f67236eb
4f54add3-c33d-4bc9-9e1f-c75f52d15f1e	2e4316d2-5fe5-4ee1-9b22-73f4c42b6202.rna_seq.augmented_star_gene_counts.tsv	4255418	4aa68586-6331-4795-b40c-859386640df6	f6813172-e95b-4654-a1c7-06e1181fcd93
fc0e74d2-ab94-48b1-8e31-808bde7a3fe6	3f3b6a7b-94f0-40a3-9f16-32bab2854678.rna_seq.augmented_star_gene_counts.tsv	4254316	5d688049-f271-40ef-813a-d37240ffe21c	f411d1ba-697f-4759-afb1-89eaa56e6da7
7ff8696e-3809-4b96-9259-be654631d952	db01aba1-3a00-4bf9-9f24-8fba144144f3.rna_seq.augmented_star_gene_counts.tsv	4229193	d7195183-9fe4-4b17-bcfd-9367d2e539ce	1940c04b-a08a-4cce-9915-483656d5b4c3
73edea85-f978-4c99-b9c3-fda3ffc6a065	f8efdeb0-a8f8-4e2d-a52e-43d033e4ce6f.rna_seq.augmented_star_gene_counts.tsv	4249680	298a1710-deb4-4064-a0f2-da32d43aa217	d9de9f71-2b39-4d21-9c93-8e199080c011
c00ad8a9-ed1d-4289-aa62-3e64cb574205	b47b2efb-02e1-4729-95ad-de05fb551bc7.rna_seq.augmented_star_gene_counts.tsv	4244649	d5cab7f5-e4f1-40ee-a0c8-4c8004c1c9a0	d78ecfd3-1a99-47e6-bb5f-a13c57148a76
d657ed9a-fd92-493c-ae10-120c8b0c58d7	57730033-1db5-4e48-81ff-b6ee4f3c0ab4.rna_seq.augmented_star_gene_counts.tsv	4243530	e663954c-05a8-479a-a623-400c1eb5efc6	5cd62b0e-902e-492c-843d-5d8aa6964dc5
d5586fdb-d796-4176-84e3-11a72124b41f	f7efa9c4-e7e2-406a-98e5-596f787c810e.rna_seq.augmented_star_gene_counts.tsv	4247040	c7d7a770-23c0-4310-ab48-1f6152dc2849	4c6bdfb2-3438-4216-b76d-d87c386bfa96
e4f49b9c-faed-4f15-a79c-79664e2c03b6	61a614bb-2249-4611-8aac-1a8e53d4467b.rna_seq.augmented_star_gene_counts.tsv	4243854	ecab16bc-28d5-4c3a-8735-3c785bd047c4	97ae0904-411d-4406-9389-5a49bd939667
81801e72-d293-42e0-8871-5468e33b6d89	08ccd8d6-3e9d-4ece-a421-98acaf272569.rna_seq.augmented_star_gene_counts.tsv	4236872	fa4e082a-d213-412e-8d91-842a6f4bef12	930b82a6-a039-4f8f-8487-b0abb4fe7aba
56be281f-e85c-4dcb-9d75-cd9ae3430bbe	92e7a9c0-ea88-419e-9afa-e7db5c8967b5.rna_seq.augmented_star_gene_counts.tsv	4243549	02f5ae33-a563-4ecb-9e33-dfa500a44931	7b2cc917-cd91-486b-bb9b-4c57cf4e86e0
50721c97-1a23-405b-b7b3-2955e4c62e5a	00063026-2a67-41de-b105-f80dca277978.rna_seq.augmented_star_gene_counts.tsv	4234333	a8b1f6e7-2bcf-460d-b1c6-1792a9801119	5b799218-c5f2-4213-86a3-d67ed776bb28
0e62a6d0-87a7-4efc-922f-753328694458	c5d4a1ed-8fd3-4435-96f5-ea5e56326f20.rna_seq.augmented_star_gene_counts.tsv	4271877	8a0ef221-8070-43fc-9d98-def90abe4871	1cb37b69-c0a9-4b5c-baf5-4107d0e029ad
be65c37e-7aa8-466d-a1fe-102e8e25e2e9	35120b68-e618-46a1-9641-1e635f633372.rna_seq.augmented_star_gene_counts.tsv	4251794	e8f3cc64-5e15-4f4d-b73e-5c9b250a664c	f9029956-e7fb-447a-9b6a-ea3dd2acadf4
f2a4b38d-bfc0-4363-9a58-b5fa2af26ff3	4665ff5e-adb6-4b88-8a42-cb25c4fda0a0.rna_seq.augmented_star_gene_counts.tsv	4248071	a482fc4c-ff1d-46a0-a968-7df06422cc4b	7daa9124-2878-4708-ae74-28b17ef4898c
71ea0cc0-d979-4efd-a670-1e8e8a329aca	0394cdb2-85e8-4cea-b572-4cb4ed779774.rna_seq.augmented_star_gene_counts.tsv	4261808	a381275f-8858-4793-a8a2-0ca9db7274c8	2556d93d-9252-4248-a044-91deaa7f02df
222b562a-3ef7-4e69-a60d-54aac5104102	e0527b4b-de23-4b9f-8871-13f64f6976cd.rna_seq.augmented_star_gene_counts.tsv	4244140	a9bb8159-32f0-454c-a946-b3286a52b9d5	c0c04ba3-7fdf-47f3-8750-a487639a76df
3ce988e2-61c5-4f53-b9c8-cfc280649c1f	8d2f240f-43c3-4e0d-a6cc-79f6b174dace.rna_seq.augmented_star_gene_counts.tsv	4246409	ee554215-bea2-4268-aaf9-784e68cdb969	7e598a8a-9fb8-4c2d-94e7-ae1921addcd1
0d11c50a-8648-48ea-a107-e138a1d3e086	bf3ea4a0-bcd6-4e9d-acbb-3416f6ce53b7.rna_seq.augmented_star_gene_counts.tsv	4233362	ee554215-bea2-4268-aaf9-784e68cdb969	f9e5d9cc-d80e-409d-9b6a-c4de9dc55611
2e6baa15-85d7-43b0-8a89-a0dc169ae16a	c62cda08-6134-47c6-8796-9da0788d9717.rna_seq.augmented_star_gene_counts.tsv	4259705	e37ae674-a107-4eb3-94d8-b86b0035a9f7	96e71b7b-d32b-48bc-858d-20f7c8b7812d
08b0fe4c-ee3c-4510-b75a-6d240cb038cc	e5bcd6f9-680e-4d57-81f3-c8e6b40bb2af.rna_seq.augmented_star_gene_counts.tsv	4255630	4bf50455-9ab7-4521-a791-089f66d3b877	c2300b5b-43a7-43b8-8cd1-22ff7e89a21a
dbe79158-b616-4c7b-94d7-5f127b3013ff	2dc9eaca-6dfc-4e7f-a12b-1495986e1ad4.rna_seq.augmented_star_gene_counts.tsv	4238991	f947d67f-4aa2-4eb9-977e-21a5ae563613	3de1ba17-00fc-462f-92a4-096e8112fd89
a436c52a-e63f-4d61-bc60-eb497c196489	ff0feb3e-6d14-4297-ac23-1eb397663ec3.rna_seq.augmented_star_gene_counts.tsv	4230062	a68a3361-48b4-4bd0-999d-b4cc3d43eb4a	c837bc65-d01d-4539-a5d4-6d9871b3bba4
e4086c26-d200-4e42-8249-ed8cbeec0951	99d31369-3db2-4631-bc62-1aa6927476ad.rna_seq.augmented_star_gene_counts.tsv	4247932	96457ebf-ae88-41f4-97e5-cdc3163418aa	93a3fc8a-1b50-4da3-9dbb-cf9f582fc22e
08837ae7-6f4f-4aa1-8722-7c404b66ed75	828c9648-f725-4d7e-ad37-e33692e2c67f.rna_seq.augmented_star_gene_counts.tsv	4242230	30ec8b1f-28c4-4f46-8a1b-a8d51e558c7d	50233285-5aef-412a-a225-3ed14eaa69d8
ad4b2d76-b4bb-457d-903f-823630a4d37b	0940092b-46da-4975-bde7-f205fe12707b.rna_seq.augmented_star_gene_counts.tsv	4236411	0f64edec-0f1f-4025-8a53-75f9534f7828	4a7c76a9-c3a2-4b57-a57a-de055152dcf8
1f9a9190-4157-457e-9794-a9217d2aa2f8	cf4160bb-9ef4-43c1-ac83-f6ca897101ee.rna_seq.augmented_star_gene_counts.tsv	4248776	c2b104ee-f914-4e79-9e1b-56bf88157472	2b795cb0-4f14-4312-b96b-4adfbf9f4124
c95841fa-ea90-4a12-99aa-5c342af9e0e8	4bd484be-2364-4a9c-841e-b60bee25af79.rna_seq.augmented_star_gene_counts.tsv	4256504	5258294f-ef5b-4091-9183-6bcc545d54b2	cd390244-133c-4f09-a076-9dddd986df04
cd417f4e-c065-4e73-a7c7-955b2fe71add	d05914c2-e76a-4050-b0bf-db3a08c1892e.rna_seq.augmented_star_gene_counts.tsv	4255585	5ed024e8-d05e-4c65-9441-eda9930ccc82	f0cf4acd-6b09-4538-b58c-e86c623b6c71
90cb5f76-ec86-4532-8352-e6622ef24980	01900aab-4c12-4198-b41f-ff638e5abe3b.rna_seq.augmented_star_gene_counts.tsv	4244868	90ff48c3-b14b-4a8b-94a1-98c0bab0d27b	ad431126-be1f-483f-9333-fa30b2354f43
c71bfebf-e152-4706-bd72-07103f936a85	b35a11fb-548c-4b6c-99e7-c4114be6411a.rna_seq.augmented_star_gene_counts.tsv	4237997	2476dda9-da2a-4242-9642-b92b8b9b1c79	5ac66414-2c9e-45d0-837a-f620898a86e0
ef227e3c-7a6d-4c43-945f-c1c7b410d50b	dbb2f12c-e200-412a-9023-0126d6d69a52.rna_seq.augmented_star_gene_counts.tsv	4229929	029ce650-5e5a-4100-8596-cd94300e7ef5	cc3a7053-34f6-412f-85b8-de4c8b481d7e
76367cee-b571-49e5-8121-9e69f906c230	370e6381-c31a-475b-b2c7-2c5de9e2c8ec.rna_seq.augmented_star_gene_counts.tsv	4243147	0ed9ad26-7fdc-4d75-93f9-d029eee94993	6bfd7e43-77e4-4666-9b28-c5d4cdcd6ad7
537ec810-35bc-47d8-8242-72ef91cd63e0	3ee530ee-274d-44de-9793-a75433ddf938.rna_seq.augmented_star_gene_counts.tsv	4242192	a4903de8-6cf5-4541-8ec7-065beace8b44	0c8df249-80de-4675-93e5-d06ad8ea3001
2a18db7b-b054-4210-b8cb-a647c26f90c1	5dfb4024-ca51-4296-9fc7-0037b7b1e27b.rna_seq.augmented_star_gene_counts.tsv	4237375	dd3bfb26-b534-4917-9c4d-9fe7b6477762	10fcee9d-db94-4fb9-a585-893c9d1bdc3d
5599b7dd-7c2a-4037-ad77-11a0b4ddcb54	6cbfdf8b-fd71-4b6a-b360-1573ee5241a1.rna_seq.augmented_star_gene_counts.tsv	4249344	bb026999-0aab-4232-96d7-2c93b6c9691d	401d075c-d443-4592-8c03-e675caad2b50
2040d4e4-0ecb-4081-9478-9d2707833a1b	10376443-40df-451a-91e5-6be34850558c.rna_seq.augmented_star_gene_counts.tsv	4228256	52c35691-efca-42f5-a03e-02c9f872275c	ca263104-9c70-4b9f-95d1-7a886587eebd
c15e9ead-0373-486e-a99b-26b96bd3ccc4	27c65ed6-9e9d-4a9d-9b6f-76d2a12f7699.rna_seq.augmented_star_gene_counts.tsv	4242237	359f12f9-5c41-48a4-85bc-fd7e307bf7d8	bf055644-7bca-43b6-8f5a-e21c42f7cf88
280141da-fd54-4901-bc15-5d106c56fb23	aad82145-5742-4ef6-9de3-2c57e84642fc.rna_seq.augmented_star_gene_counts.tsv	4220810	c710f4ab-fbd9-42ed-95d4-4e6d51207f38	481cdbff-1f84-4508-ad9f-21a61009d68a
81f86e31-55db-4483-b6e0-55451ffbd1db	a31cd337-8f1a-451d-9b90-b722590d3105.rna_seq.augmented_star_gene_counts.tsv	4251415	095c7985-3842-494f-b591-706ad1cd2133	79af2c1a-1da2-4207-8ce8-b5d3d418066d
845def46-3502-40a8-aff1-8d021906cee5	4abffa72-e45a-405a-b53b-73900d48253d.rna_seq.augmented_star_gene_counts.tsv	4253931	a6502f17-6bee-4d5a-8520-06364593d39c	b22a4adb-8d8a-490a-a6f4-cc091b41f56f
8a7fe670-bcef-4fcb-9759-9892ff5f4f61	a7428d3b-f84b-4c2f-a996-14a11af6b6df.rna_seq.augmented_star_gene_counts.tsv	4257837	92b5de82-0221-4df1-8094-80f40c0bb4fa	e11dab7d-dc9c-416c-8200-ebdf8a64e3ea
1c74a1ed-8000-4dc0-970f-03831ca5e167	9935bf3a-de25-401c-bf1b-5225a62b24f7.rna_seq.augmented_star_gene_counts.tsv	4235304	27dfb9d4-3a2c-44bc-9acf-8f638d3f3004	1142b1cf-ebf3-485b-aae2-dcf4d8793212
2faa9332-e577-4884-94e4-b895827db8b6	8b5be676-9118-4038-9d54-6b80b14e43dc.rna_seq.augmented_star_gene_counts.tsv	4249339	a824b3bd-34d5-4cc1-a92f-f9d6ac0f1814	8867f07e-0993-4c9a-96df-18e24801ba80
0c0ddcd7-8b4c-4489-b642-e48c4ab4602a	d1ad6c3b-4e2a-40cd-b3e6-098b845d59cb.rna_seq.augmented_star_gene_counts.tsv	4259629	9c55032f-4db7-4026-ae83-8d060dd8e3fe	be694dea-a16a-4841-9588-89bba1b37dc6
d757b1cc-31a6-495a-ae82-c63b031ece49	898f9214-8dab-4b92-9233-70c06c60078c.rna_seq.augmented_star_gene_counts.tsv	4258057	ad18820b-a804-49c0-ba8a-86c09fa6bce2	84f25e50-b0bb-4f2a-bb94-14019bc7fa95
ca6e4602-bcd4-4299-bd31-37f585658b8a	1c3dbd2f-1c07-48cb-a844-0b1b3eb14e0d.rna_seq.augmented_star_gene_counts.tsv	4245788	9676e46b-8f29-43cd-ab65-eb6a535cced4	4dda3f93-216c-41d5-b1c0-85ee571d7759
f2bf29d2-4c33-4810-90e8-88f37ea47bc8	139b1f70-02f6-4f5e-84b3-81d3677b3f8c.rna_seq.augmented_star_gene_counts.tsv	4258036	6f89509c-f802-482e-b4da-94553aa76fe9	c7f97f19-47ae-48d3-a90a-0162d3975747
e25bb12b-f88b-41c5-951e-a36d4b94008f	73e13f2d-a557-47f2-85e2-7bb8e3a48ef9.rna_seq.augmented_star_gene_counts.tsv	4242276	ca20249f-b7ea-4fd9-9ecb-34f74755ae35	1422b157-eec7-460e-96c8-9121847d283b
71175258-a00a-4035-8f33-eb48bf04066f	c98940e5-aff4-4eec-9cd7-708584356a5f.rna_seq.augmented_star_gene_counts.tsv	4233113	ed2617c3-5d3b-4688-9283-0f8a10e0b10d	ece822af-ea84-419b-99f1-6ce53e4c1e8a
ff1f2f31-8607-4627-b487-c5e39e7c30f5	deb7967f-9339-4bb1-ae0b-81a72a472bba.rna_seq.augmented_star_gene_counts.tsv	4217312	747083ff-0703-431b-aad4-f2adff739516	3b999df5-526b-4270-a29d-a627eb64c727
63454d5d-a654-4be0-b812-dd5c98d07ea1	c63e3277-327a-4259-84f2-13d9a2c2d68a.rna_seq.augmented_star_gene_counts.tsv	4231681	fa176764-a76f-44c7-b97a-cd6d21e052be	26f9a1ab-fa60-47f3-ac29-96acaa68fb4a
e2a43c17-8973-49bc-a1f3-30afa26ef5f1	4ac28e68-1f0c-4e95-bdb3-4afc7dcfc34c.rna_seq.augmented_star_gene_counts.tsv	4250639	b804f7ae-da8f-4414-be11-f880f1859160	81bebbeb-bdb8-43f4-8113-b8f53425b725
064215bd-9ec9-4a16-8ea2-9c6604156398	af83a9af-a11f-4c29-a61f-8f0d2b5868c1.rna_seq.augmented_star_gene_counts.tsv	4253697	0f7ab21b-1fd0-45e0-9a47-17c4691eb84f	0ac12a02-8fe3-4c1b-a885-848aa924a339
fc1ea7f7-814a-43c5-a841-fb0c11734603	10ce58cf-c9ee-4be2-899d-4c20c788effc.rna_seq.augmented_star_gene_counts.tsv	4249835	6f0fd68f-ed6a-4c9e-be02-c97ba4950f76	a172db3e-b6d5-4153-adec-9e772d6c1971
2abc5233-1389-4efb-ba21-de05251ab25a	b31c9e1c-be79-4264-81a3-40b67f1f0bde.rna_seq.augmented_star_gene_counts.tsv	4250421	074e8b06-3929-4896-9263-3b80ad6a355b	d79df987-e362-43f5-acbd-b19522bace7d
ee447251-5c90-426f-a0c7-bd2041189761	06a03e45-7315-4a8d-9fef-d841a4a8043c.rna_seq.augmented_star_gene_counts.tsv	4229873	23f438bd-1dbb-4d46-972f-1e8e74ddbd37	93ce6743-424b-4a1e-8748-e11756399b2b
9684fb22-becb-44dc-8d84-4c8540507c8c	13295142-1853-417f-a798-60c41fd90166.rna_seq.augmented_star_gene_counts.tsv	4218353	65cde5d5-1efc-4e30-b1bd-a93598794f2c	4ab470ca-b87c-448e-b4c6-48db22e39a39
ad67e3a9-1751-4e6f-a962-2175f824f96d	68503654-dd77-48f1-abab-aca55258dca4.rna_seq.augmented_star_gene_counts.tsv	4240644	59bf0ce4-715a-4017-bccb-c59916e78324	7bd968be-14ae-4a63-96d5-814d16072818
75d5bcb2-3055-4b6a-822c-1aa37a9f1337	b8542fa9-5521-48bc-ae1b-4e12a1744e0d.rna_seq.augmented_star_gene_counts.tsv	4243035	7032ec9c-e96b-4642-a7b6-d0aee7a3add2	bf0f55ac-2f35-4f8b-a1d9-c4e283fc7365
befa225f-9fe9-412f-a503-449874cf52d8	9fb65d01-d51d-4cbb-99f3-a09f5d6c206b.rna_seq.augmented_star_gene_counts.tsv	4232201	71229981-97c2-4ae1-a130-fe5de336b37d	ea0b870f-324e-4d12-be78-1737ef7f80b5
92fc6274-1d0f-4e1c-a124-9e5135753d99	52df14ea-5feb-481a-855e-0a6176744a73.rna_seq.augmented_star_gene_counts.tsv	4242149	7455d832-ad66-40df-85d7-3a7051c4498d	5c703f38-38a5-4543-a964-88cf1d5ba2f1
6d488c27-ae90-41d4-8ddb-01a8eb731f0e	619785ac-0041-4b26-a887-d8ca021eaab1.rna_seq.augmented_star_gene_counts.tsv	4253847	72cd1b17-d349-4551-83f7-3062ce9db865	f549267b-0932-45f0-b7e6-c4a42cac50c8
26415014-f0fe-4b7c-b9dc-2a6f85d47a5e	231b4ae3-8543-47f4-a9f6-0ac26210b26d.rna_seq.augmented_star_gene_counts.tsv	4239993	739cb132-51e9-41be-8064-311a13da0d74	4068463b-8568-4bdb-8db0-19390ec0c7f8
64bfe46f-8152-4c70-b69d-ea412a4dfcff	b25117ce-5a14-4b43-bbfe-513b957464d0.rna_seq.augmented_star_gene_counts.tsv	4238941	99e32c59-aa73-43fa-88c9-399ddadb2c72	72439e36-3c17-4a90-b3e1-8f6ccfd3dcd4
0648c6fc-df6d-450a-a5a0-e5655febbdf1	f532a6be-de3e-420c-960a-23627589e7ad.rna_seq.augmented_star_gene_counts.tsv	4231354	752ad011-79e0-494f-9868-98bf6feb28f8	caa51a8b-eadc-4d87-b0f8-f6ffc17723b5
59980021-265a-4817-b7ea-02908a52cbcb	2973fc8f-d20c-4cf3-b183-2ac32df73ae7.rna_seq.augmented_star_gene_counts.tsv	4253583	9ce7ce09-4409-4fa3-9f78-b2b24716f860	7cd3890a-bac7-42d0-a615-4b0f862200b8
4c9005a5-2cca-4cc3-9a6d-09eb76d780ab	fb9c23f2-8694-41ca-a126-a5a131abeac1.rna_seq.augmented_star_gene_counts.tsv	4247208	9ced0c70-c46c-4f98-8f48-840defe4b8b1	4584c7e2-8011-4231-a5e6-26a264f6d1b1
b6bbcd01-c1a3-42b8-afe7-c17b987903b0	a3624554-07c8-41d7-9b6b-f4cbf9de9301.rna_seq.augmented_star_gene_counts.tsv	4248934	9f3cc92b-fa22-478e-a2e4-6b4c8afb93d6	91202959-0b44-43ba-961c-58c9de842d76
1a4e1855-911d-4eb4-bc77-547bc3b8e063	ce76e826-0792-4dec-ace7-7efa3bb8db94.rna_seq.augmented_star_gene_counts.tsv	4232684	9ba11ea8-97d3-464a-90a4-ec1151be9088	cb389c7a-50d4-4f2d-9c5c-c1fff17e442a
3690d431-165d-40bb-af61-cfda445b3be8	0e8857f9-6f8b-46c5-a019-9c69bdc50525.rna_seq.augmented_star_gene_counts.tsv	4256760	9c1ceb7d-6fed-4c2f-a89a-bf3c5b15ca58	f7622b8a-b57c-42f0-bad1-c85edd41f034
cba08218-0a7b-4425-8776-b240fac9b6cf	fd71e0e9-e77a-465b-b118-b1f9665d5797.rna_seq.augmented_star_gene_counts.tsv	4242655	9c895825-d6f6-4d14-a662-23212200f6e5	cec6ad5e-a8d3-43cd-8a74-2199899f2422
0019c951-16c5-48d0-85c8-58d96b12d330	ba295155-272e-43eb-9d6a-e4c9c392e68b.rna_seq.augmented_star_gene_counts.tsv	4251623	6a186809-3422-41d0-83d2-867145830936	633ef184-2257-4cbd-90e8-64e92d91abb2
2e753306-2df6-4666-b1ce-06992d109d02	3a6cc4be-eff8-4725-a416-46ed35316192.rna_seq.augmented_star_gene_counts.tsv	4246227	6644fd4e-d2fe-4785-a73c-0f36fcc740e2	710257f0-ac05-4fee-b6a3-9c48ecc65b0e
e5393dc3-65d0-4d65-bb75-2fed770af595	d636f6ce-e820-4e8a-969f-c3ac2d46b191.rna_seq.augmented_star_gene_counts.tsv	4246959	680f23a9-fcce-493e-b908-27c1ad202e4c	0190a751-0a1f-4911-b5dd-26964b7fa5a5
97dd05b6-58a9-43ab-9e03-faa105d2a700	40a4fc74-f345-4940-be5c-249013782e4f.rna_seq.augmented_star_gene_counts.tsv	4244001	665dd3d3-779c-4abd-b5d7-13342340451d	dba36215-670e-400f-864e-a46702d49240
7f2773df-bece-43e0-94ff-46ba7dcf713e	948f1e9e-702b-4f42-a766-fb6b4976b14d.rna_seq.augmented_star_gene_counts.tsv	4248415	69054195-9e93-49e5-b820-69b0091cc2d4	3ee32152-2834-4137-a6e8-254f3cca6b6e
